Position,"Track Name",Artist,Streams,URL
112,"What’s Next",Drake,2805,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
113,"Met Him Last Night (feat. Ariana Grande)","Demi Lovato",2776,https://open.spotify.com/track/4yyX2Iu4xJjW9xMvBZKSBi
114,"Blood // Water",grandson,2721,https://open.spotify.com/track/0AUyNF6iFxMNQsNx2nhtrw
115,"Ne-Ar Sta Bine","Tzanca Uraganu",2721,https://open.spotify.com/track/04m07biw1eyk3cD31eAZ84
116,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",2716,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
117,"Into It","Chase Atlantic",2700,https://open.spotify.com/track/4HwDCXsMBC7SUdp2WT4MZP
118,"GIRL LIKE ME","Black Eyed Peas",2699,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
119,"Kings & Queens","Ava Max",2696,https://open.spotify.com/track/7a53HqqArd4b9NF4XAmlbI
120,"Fara Tine","Theo Rose",2682,https://open.spotify.com/track/1VYKXWpFwywDhO2Vq84GaU
121,NBN4L,AlbertNbn,2678,https://open.spotify.com/track/6PYzonRFzLD4Y7QL4J7sfT
122,"Brate Straine","Mario Fresh",2663,https://open.spotify.com/track/2VQad1O2HTnmd873WAY97J
123,Invincible,"Pop Smoke",2623,https://open.spotify.com/track/792HwhrdO3ErRKL5yRe4Ge
124,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",2605,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
125,"Martin & Gina","Polo G",2596,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
126,"Simplu Si Usor","Carla's Dreams",2591,https://open.spotify.com/track/6tlLvJXK5TindUrAxlJvy3
127,"Faceti Ca Locomotiva","Tzanca Uraganu",2580,https://open.spotify.com/track/4ieBEUIenfwRxs5lywNWtC
128,"The Hills","The Weeknd",2568,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
129,"Lucid Dreams","Juice WRLD",2558,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
130,Sile,Azteca,2551,https://open.spotify.com/track/7sr68k4Uq7O8KV8IV8sudf
131,"What You Know Bout Love","Pop Smoke",2548,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
132,"Sigur Dar Incet",Ian,2546,https://open.spotify.com/track/60sBlyutMbe8Qbta5EPd7o
133,"Love Not War (The Tampa Beat)","Jason Derulo",2542,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
134,You,Regard,2522,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE
135,"8 Zile Din 7","B.U.G. Mafia",2513,https://open.spotify.com/track/61GaaPDkOPhmoCR4BC7hKe
136,Paparude,Spike,2511,https://open.spotify.com/track/3QEwxwUfsxbq88ivj1TLWZ
137,"Numele Meu","Tzanca Uraganu",2509,https://open.spotify.com/track/2nsoU1aUu7UNIi4ZvEzGOq
138,"Hello (feat. A Boogie Wit da Hoodie)","Pop Smoke",2506,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
139,"Jale - Djeale Romanian Remix",Jador,2503,https://open.spotify.com/track/3WV0ujoWqeaETjbUtX7svc
140,"Burning Pile","Mother Mother",2502,https://open.spotify.com/track/0zMAvsQmaQ4DGsmXtKixpn
141,"lovely (with Khalid)","Billie Eilish",2502,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
142,B.M.V.,Nane,2498,https://open.spotify.com/track/0YF7NWEb8CTZQFXCIL2Ztq
143,Body,"Russ Millions",2464,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
144,"Dance Monkey","Tones And I",2445,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
145,"ENZO FERRARI","YNY Sebi",2421,https://open.spotify.com/track/2eDLWKn3ag8gnDrq6QwSkw
146,"Bag Un Blunt",Ian,2421,https://open.spotify.com/track/1nGnZ1SNJHg0qmCKZLiCgi
147,"Lose Control",MEDUZA,2420,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
148,34+35,"Ariana Grande",2411,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
149,"Se Misca Beat","Tzanca Uraganu",2405,https://open.spotify.com/track/0TiPsHnzFxNw4ivIWEg70e
150,"Ric Flair Drip (& Metro Boomin)",Offset,2396,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
